Заказчик;Предст.заказчика;Объект;№ заказа;Заключен;№ комплекта;Наименование комплекта;№ изделия по приложению;№ изделия по повт.приложению;Л;Центр работ;Включено;Наименование изделия;Отказ;Менеджер проекта;Руководитель группы;Архитектор проекта;Конструктор;Исполнитель Диз.проекта;Статус ДП;Обр.не подписан;Обр.подписан;Размер;Этаж;Помещение;Ед-ца изм.;Количество по дог-ру;Серийный №;Материал массив;Материал шпон;Рисунок;Порядковый № образца цвета заказчика;Художественный отдел;1-Улица 2-Помещение с повыш. влажностью 3-Поверхности с повыш.износом;Кол-во по факту проектирования;Об-ва ДП;Об-ва Oбразцы;Об-ва ГП;Смежники по дереву;Договор заключен;Дата сдачи;К.Сверхур %;КДП создана;КДП утверждена внутри фирмы;Ведомость фурнитуры;Ведомость стекла;Утвержденная спецификация передана в производство;КД передана в архив и производство, в том числе смежникам;Отгружено в отделку без резьбы.;Отгружено в отделку с резьбой.;Передано на грунт;Передано на грунт с резьбой;Выполнено в черновой шлифовке.;Выполнено в черновой шлифовке с резьбой.;Перемещено в зону чистовой отделки.;Перемещено в зону чистовой отделки с резьбой.;Выполнено в отделке без резьбы.;Выполнено в отделке с резьбой.;Отметка ОТК без резьбы;Отметка ОТК с резьбой;Поступило на склад ГП без резьбы.;Поступило на склад ГП с резьбой;Отгружено на объект без резьбы;Примечания;Отгружено на объект с резьбой;Сервис менеджер;Об-ва нач.монтажа;Об-ва окон.монтажа;Невозможность начать монтаж;Монтажник;Смонтировано;Акт подписан
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;1;1;;;;Пояс панельный стеновой, Филенки со штапиком с гладким профилемс с декоративной, с металлической вставкой  (латунь с патиной);;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;;05-02-2019(10a);h=4560;1 этаж;Вестибюль 110;м2;20.8;Спец.Дизайн;;;укрывной;10  НПЗ;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;07-03-2019;НЕ ТРЕБУЕТСЯ;11-03-2019;НЕТ;27-03-2019;НЕТ;27-03-2019;НЕТ;27-03-2019;НЕТ;;НЕТ;;;10-05-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;1;44;латунь;ХМ;;ВСТАВКИ ЛАТУННЫЕ ДЛЯ ИЗД.1 - РАМКИ ЛАТУННЫЕ НА ПАНЕЛЯХ ПОЯСА;;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;;;h=4560;1 этаж;Вестибюль 110;м2;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;07-03-2019;НЕ ТРЕБУЕТСЯ;11-03-2019;НЕТ;07-06-2019;НЕТ;07-06-2019;НЕТ;07-06-2019;НЕТ;;НЕТ;;;07-06-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;1;47;латунь;ХМ;;ПАНЕЛИ У СТЕН СО ВХОДНОЙ МЕТАЛЛИЧЕСКОЙ ДВЕРЬЮ;;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-07-2019;;;h=4560;1 этаж;Вестибюль 110;м2;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;29-07-2019;НЕ ТРЕБУЕТСЯ;(П)06-08-2019;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;(П)22-08-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;2;2;;;;Плинтус напольный;;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;;;h=150;1 этаж;Вестибюль 110;м/п;6.4;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;29-12-2018;НЕ ТРЕБУЕТСЯ;28-02-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;;НЕТ;;;10-05-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;3;3;;;;Карниз с гладким профилем;;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;3;;h=250;1 этаж;Вестибюль 110;м/п;8.4;Спец.Дизайн;;;укрывной;3  НПЗ;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;29-12-2018;НЕ ТРЕБУЕТСЯ;(П)06-08-2019;НЕТ;;НЕТ;;НЕТ;;НЕТ;;НЕТ;;;(П)15-08-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;4;4;;;;Пояс панельный стеновой с обтяжкой кожей с декоративной металлической раскладкой (латунь с патиной);;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;10a;;4555х2870 S=10,2 м2;1 этаж;Вестибюль 110;м2;13.07;Спец.Дизайн;;;;10  НПЗ;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;13-02-2019;НЕ ТРЕБУЕТСЯ;16-04-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;;НЕТ;;;10-05-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;4;45;кожа;TМ;;КОЖА ДЛЯ ОБТЯЖКИ ПАНЕЛЕЙ В ИЗД.4;;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;;;4555х2870 S=10,2 м2;1 этаж;Вестибюль 110;м2;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;13-02-2019;НЕ ТРЕБУЕТСЯ;29-04-2019;НЕТ;29-04-2019;НЕТ;29-04-2019;НЕТ;29-04-2019;НЕТ;;НЕТ;;;29-04-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;4;46;латунь;ХМ;;ВСТАВКА ЛАТУННАЯ В НАЛИЧНИКИ ОБРАМЛЕНИЯ ДЛЯ ИЗД.5;;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;;;4555х2870 S=10,2 м2;1 этаж;Вестибюль 110;м2;0;Спец.Дизайн;;;;;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;13-02-2019;НЕ ТРЕБУЕТСЯ;30-03-2019;НЕТ;03-08-2019;НЕТ;03-08-2019;НЕТ;03-08-2019;НЕТ;;НЕТ;;;03-08-2019;НЕТ;;;НЕТ;Погонин;;;;;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;5;5;;;2383/4;Обрамление для панели под обтяжку кожей: профиль с металлической вставкой  (латунь с патиной);;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;10a;;3710х3180;1 этаж;Вестибюль 110;шт;1;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;13-02-2019;НЕ ТРЕБУЕТСЯ;16-04-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;ВКЛЮЧЕНО в 2383/4;НЕТ;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;10-05-2019;НЕТ;;ВКЛЮЧЕНО в 2383/4;НЕТ;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;ВКЛЮЧЕНО в 2383/4;;
Кэти (Раздоры);3 этаж;д.Раздоры;2383;27-06-2018;349;1этаж/вестибюль 110/панели столярные,тестильные,карниз,плинтус,шкаф;6;6;;;;Пояс панельный стеновой с обтяжкой кожей с декоративной металлической раскладкой (латунь с патиной);;Маркобрунов;Черкашин Д.;Казеев Е.;КТАО;Черкашин Д.;Передан в производство 24-12-2018;10a;;4555х2580 S=9,3 м2;1 этаж;Вестибюль 110;м2;11.78;Спец.Дизайн;;;;10  НПЗ;;;;;;;;;;;НЕ ТРЕБУЕТСЯ;НЕ ТРЕБУЕТСЯ;;;13-02-2019;НЕ ТРЕБУЕТСЯ;16-04-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;10-05-2019;НЕТ;;НЕТ;;;10-05-2019;НЕТ;;;НЕТ;Погонин;;;;;;
